1,5,1,1,,625,1
2,5,2,1,,625,1
3,5,3,1,,625,1
4,5,4,1,,625,1
5,5,5,1,,625,1
6,5,6,1,,625,1
7,5,7,1,,625,1
8,5,8,2,,312.5,1
,5,8A,2,,312.5,1
9,5,9,,,312.5,1
,5,9A,,,312.5,1
10,5,10,,,312.5,1
11,5,11,,,312.5,1
12,5,12,,,312.5,1
13,5,13,,,312.5,1
14,5,14,,,312.5,1
15,5,15,,,312.5,1
16,5,16,,,312.5,1
17,5,17,,,312.5,1
18,5,18,,,312.5,1
19,5,19,,,312.5,1
20,5,20,,,312.5,1
21,5,21,,,312.5,1
22,5,22,,,312.5,1
23,5,23,,,312.5,1
24,5,24,,,312.5,1
25,5,25,,,312.5,1
26,5,26,,,312.5,1
27,5,27,,,312.5,1
28,5,28,,,312.5,1
29,5,29,,,312.5,1
30,5,30,,,312.5,1
31,6,1,,,312.5,1
32,6,2,,,312.5,1
33,6,3,,,312.5,1
34,6,4,,,312.5,1
35,6,5,,,312.5,1
36,6,6,,,312.5,1
37,6,7,,,312.5,1
38,6,8,,,312.5,1
39,6,9,,,312.5,1
40,6,10,,,312.5,1
41,6,11,,,312.5,1
42,6,12,,,312.5,1
43,6,13,,,312.5,1
44,6,14,,,312.5,1
45,6,15,,,312.5,1
46,6,16,,,312.5,1
47,6,17,,,312.5,1
48,6,18,,,312.5,1
49,6,19,,,312.5,1
50,6,20,,,312.5,1
51,6,21,,,312.5,1
52,6,22,,,312.5,1
53,6,23,,,312.5,1
54,6,24,,,312.5,1
55,6,25,,,312.5,1
56,6,26,,,312.5,1
57,6,27,,,312.5,1
58,6,28,,,312.5,1
59,6,29,,,312.5,1
60,6,30,,,312.5,1
61,7,1,,,312.5,1
62,7,2,,,312.5,1
63,7,3,,,312.5,1
64,7,4,,,312.5,1
65,7,5,,,312.5,1
66,7,6,,,312.5,1
67,7,7,,,312.5,1
68,7,8,,,312.5,1
69,7,9,,,312.5,1
70,7,10,,,312.5,1
71,7,11,,,312.5,1
72,7,12,,,312.5,1
73,7,13,,,312.5,1
74,7,14,,,312.5,1
75,7,15,,,312.5,1
76,7,16,,,312.5,1
77,7,17,,,312.5,1
78,7,18,,,312.5,1
79,7,19,,,312.5,1
80,7,20,,,312.5,1
81,7,21,,,312.5,1
82,7,22,,,312.5,1
83,7,23,,,312.5,1
84,7,24,,,312.5,1
85,7,25,,,312.5,1
86,7,26,,,312.5,1
87,7,27,,,312.5,1
88,7,28,,,312.5,1
89,7,29,,,312.5,1
90,7,30,,,312.5,1
91,8,1,,,312.5,1
92,8,2,,,312.5,1
93,8,3,,,312.5,1
94,8,4,,,312.5,1
95,8,5,,,312.5,1
96,8,6,,,312.5,1
97,8,7,,,312.5,1
98,8,8,,,312.5,1
99,8,9,,,312.5,1
100,8,10,,,312.5,1
101,8,11,,,312.5,1
102,8,12,,,312.5,1
103,8,13,,,312.5,1
104,8,14,,,312.5,1
105,8,15,,,312.5,1
106,8,16,,,312.5,1
107,8,17,,,312.5,1
108,8,18,,,312.5,1
109,8,19,,,312.5,1
110,8,20,,,312.5,1
111,8,21,,,312.5,1
112,8,22,,,312.5,1
113,8,23,,,312.5,1
114,8,24,,,312.5,1
115,8,25,,,312.5,1
116,8,26,,,312.5,1
117,8,27,,,312.5,1
118,8,28,,,312.5,1
119,8,29,,,312.5,1
120,8,30,,,312.5,1
121,9,1,,,312.5,1
122,9,2,,,312.5,1
123,9,3,,,312.5,1
124,9,4,,,312.5,1
125,9,5,,,312.5,1
126,9,6,,,312.5,1
127,9,7,,,312.5,1
128,9,8,,,312.5,1
129,9,9,,,312.5,1
130,9,10,,,312.5,1
131,9,11,,,312.5,1
132,9,12,,,312.5,1
133,9,13,,,312.5,1
134,9,14,,,312.5,1
135,9,15,,,312.5,1
136,9,16,,,312.5,1
137,9,17,,,312.5,1
138,9,18,,,312.5,1
139,9,19,,,312.5,1
140,9,20,,,312.5,1
141,9,21,,,312.5,1
142,9,22,,,312.5,1
143,9,23,,,312.5,1
144,9,24,,,312.5,1
145,9,25,,,312.5,1
146,9,26,,,312.5,1
147,9,27,,,312.5,1
148,9,28,,,312.5,1
149,9,29,,,312.5,1
150,9,30,,,312.5,1
151,10,1,,,312.5,1
152,10,2,,,312.5,1
153,10,3,,,312.5,1
154,10,4,,,312.5,1
155,10,5,,,312.5,1
156,10,6,,,312.5,1
157,10,7,,,312.5,1
158,10,8,,,312.5,1
159,10,9,,,312.5,1
160,10,10,,,312.5,1
161,10,11,,,312.5,1
162,10,12,,,312.5,1
163,10,13,,,312.5,1
164,10,14,,,312.5,1
165,10,15,,,312.5,1
166,10,16,,,312.5,1
167,10,17,,,312.5,1
168,10,18,,,312.5,1
169,10,19,,,312.5,1
170,10,20,,,312.5,1
171,10,21,,,312.5,1
172,10,22,,,312.5,1
173,10,23,,,312.5,1
174,10,24,,,312.5,1
175,10,25,,,312.5,1
176,10,26,,,312.5,1
177,10,27,,,312.5,1
178,10,28,,,312.5,1
179,10,29,,,312.5,1
180,10,30,,,312.5,1
181,11,1,,,312.5,1
182,11,2,,,312.5,1
183,11,3,,,312.5,1
184,11,4,,,312.5,1
185,11,5,,,312.5,1
186,11,6,,,312.5,1
187,11,7,,,312.5,1
188,11,8,,,312.5,1
189,11,9,,,312.5,1
190,11,10,,,312.5,1
191,11,11,,,312.5,1
192,11,12,,,312.5,1
193,11,13,,,312.5,1
194,11,14,,,312.5,1
195,11,15,,,312.5,1
196,11,16,,,312.5,1
197,11,17,,,312.5,1
198,11,18,,,312.5,1
199,11,19,,,312.5,1
200,11,20,,,312.5,1
201,11,21,,,312.5,1
202,11,22,,,312.5,1
